id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B0FFIAS4ZI,B001B0IIVV,徐东大街18号销品茂5F层,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,刘芒鸭(销品茂),"114.343173,30.588197",18502728975,114.343173,30.588197
B0FFJJG5FT,B001B0IIVV,徐东大街18号武汉销品茂五楼F5020号商铺,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,201,武昌区,丽满园·春饼烤鸭(销品茂店),"114.342828,30.588448",027-88513277;15527379002,114.342828,30.588448
B0FFKU0RQB,B001B0IIVV,徐东大街118号销品茂5楼(金逸影城旁),湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,201,武昌区,老五烧烤(销品茂店),"114.342502,30.587971",027-88772567;4008267710,114.342502,30.587971
B0FFJE2SB9,B001B0IIVV,徐东大街18号销品茂5楼,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,沙拉之间(销品茂店),"114.342719,30.587777",13720111049;18571773837,114.342719,30.587777
B001B0J86B,B001B0IIVV,徐东大街18号销品茂购物广场一楼,湖北省,武汉市,餐饮服务;咖啡厅;星巴克咖啡,050501,0,201,武昌区,星巴克(武汉徐东销品茂店),"114.343960,30.588682",027-88611991,114.343960,30.588682
B0HUVX5N6M,B001B0IIVV,徐东大街18号销品茂1F层,湖北省,武汉市,餐饮服务;中餐厅;火锅店,050117,0,202,武昌区,小君干火锅串串香(销品茂),"114.342447,30.586999",[],114.342447,30.586999
B0FFHBBGE1,B001B0IIVV,友谊大道与徐东大街交界口销品茂5层,湖北省,武汉市,餐饮服务;中餐厅;特色/地方风味餐厅,050118,1,202,武昌区,匠子烤鱼(销品茂店),"114.343010,30.588115",027-86701677,114.343010,30.588115
B0FFKU0RPS,B001B0IIVV,徐东大街18号武汉销品茂四层G4004A号,湖北省,武汉市,餐饮服务;糕饼店;糕饼店,050800,0,201,武昌区,旦3蛋烘糕(销品茂店),"114.342665,30.587938",[],114.342665,30.587938
B0G0C1ZOCM,B001B0IIVV,徐东大街18号武汉销品茂五层F5009A号,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,匠味(销品茂店),"114.342901,30.588507",027-88853588,114.342901,30.588507
B0FFFCO9Q1,B001B0IIVV,徐东大街18号徐东销品茂5楼,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,爱比萨(销品茂店),"114.343468,30.588782",[],114.343468,30.588782
B0HGYUWN14,B001B0IIVV,徐东大街18号销品茂5楼龙记米粉,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,龙记米粉(销品茂店),"114.342978,30.588295",18171235353,114.342978,30.588295
B001B0JAX8,B001B0IIVV,徐东大街18号武汉销品茂地下一层B0078号,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,201,武昌区,金童子(销品茂店),"114.343385,30.589122",15871604319;13554537458,114.343385,30.589122
B001B1IOD1,B001B0IIVV,徐东大街18号销品茂B1层,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,辣得跳卤坊(销品茂),"114.343350,30.589017",18627011227;18062699998,114.343350,30.589017
B0FFH0F8HS,B001B0IIVV,徐东大街18号武汉销品茂五层65008A号商铺,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,201,武昌区,御可贡茶(销品茂店),"114.343156,30.588455",13018026717,114.343156,30.588455
B0H1M7YEOI,B001B0IIVV,徐东大街18号武汉销品茂五层G5020A1号,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,202,武昌区,茶百道(销品茂店),"114.342712,30.587935",13667265746,114.342712,30.587935
B0G23REKOY,B001B0IIVV,徐东大街18号武汉销品茂五层G5007A1号,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,202,武昌区,米芝莲(销品茂店),"114.342976,30.588333",18062621628,114.342976,30.588333
B0GKCBQIKM,B001B0IIVV,徐东大街18号1栋武汉销品茂五层F5010A2,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,拾味馆(销品茂店),"114.343370,30.588990",027-88609177,114.343370,30.588990
B0FFHF87SC,B001B0IIVV,销品茂五楼(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,1,202,武昌区,煎百味(销品茂店),"114.342833,30.588188",15235707954,114.342833,30.588188
B0FFHVDNG7,B001B0IIVV,徐东销品茂5楼(来菜餐厅旁),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,1,201,武昌区,哈米泡芙·HammyPuff(徐东销品茂店),"114.342867,30.587924",18607112199,114.342867,30.587924
B0HADMDDOM,B001B0IIVV,徐家棚街徐东大街18号武汉销品茂1层GF1G031号,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,202,武昌区,茶颜悦色(武汉销品茂一楼店),"114.343163,30.588343",18571805900;18986180406,114.343163,30.588343
B0FFK7TKYX,B001B0IIVV,徐东大街18号1栋地下层销品茂B1层B1009A,湖北省,武汉市,餐饮服务;糕饼店;糕饼店,050800,0,201,武昌区,仟吉(销品茂店),"114.343407,30.589092",027-88073383;4001800517;15527447163,114.343407,30.589092
B0FFLNUSJK,B001B0IIVV,徐东大街销品茂付壹层B1042A号,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,韩志刚老韩煸鸡(销品茂店),"114.343719,30.589163",15872371973,114.343719,30.589163
B0G0XC0RO3,B001B0IIVV,徐东大街18号武汉销品茂五层G5020A2号,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,大喜麻辣拌(销品茂店),"114.342748,30.587981",15827143805,114.342748,30.587981
B0FFK9E47Q,B001B0IIVV,徐东大街18号销品茂负一层1038A,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,小胡鸭(销品茂二店),"114.343380,30.588996",15392877261,114.343380,30.588996
B001B1IOCZ,B001B0IIVV,徐东大街18号(销品茂负一层B028商铺),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,廖记棒棒鸡(销品茂店),"114.343465,30.588930",4000285757;13667242021,114.343465,30.588930
B0FFKS7PVW,B001B0IIVV,徐东大街18号武汉销品茂五楼研卤堂,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,1,202,武昌区,研卤堂(销品茂店),"114.343092,30.588410",13995656511,114.343092,30.588410
B001B19T4U,B001B0IIVV,徐东大街18号销品茂B1(徐东地铁站出入口步行80米),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,小胡鸭(销品茂店),"114.343380,30.588996",027-82775887;15392877261,114.343380,30.588996
B001B16VQ9,B001B0IIVV,徐东大街18号销品茂F5,湖北省,武汉市,餐饮服务;外国餐厅;韩国料理,050203,0,201,武昌区,金韩宫韩式烤肉料理(销品茂店),"114.343337,30.588040",027-68899577,114.343337,30.588040
B0FFIDF4FN,B001B0IIVV,徐家棚街街道徐东大街18号销品茂5楼,湖北省,武汉市,餐饮服务;中餐厅;广东菜(粤菜),050103,0,201,武昌区,若爱猪肚鸡(销品茂店),"114.342560,30.588291",15827310810;027-88703055,114.342560,30.588291
B0FFHZJRNO,B001B0IIVV,徐东大街18号销品茂5F层,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,201,武昌区,严厨老坛酸菜鱼(销品茂店),"114.342960,30.587693",[],114.342960,30.587693
B0G2FBZMRY,B001B0IIVV,友谊大道销品茂5楼5-5008A,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,蛙来哒(销品茂店),"114.342756,30.588382",027-88850577,114.342756,30.588382
B0FFF86NYY,B001B0IIVV,徐东大街18号销品茂5楼,湖北省,武汉市,餐饮服务;中餐厅;特色/地方风味餐厅,050118,0,201,武昌区,茶港港式茶餐厅(销品茂店),"114.343538,30.588254",027-68898672,114.343538,30.588254
B0G3H77CN5,B001B0IIVV,徐东大街18号销品茂5F002A1,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,1,202,武昌区,颜小小.马来炸鸡(销品茂店),"114.342728,30.587950",13986075591,114.342728,30.587950
B0H1M92SXS,B001B1IO9C,徐东大街18号武汉销品茂负一层CB1S028号,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,那个卤(销品茂店),"114.343387,30.589309",[],114.343387,30.589309
B0FFIBTA2F,B001B0IIVV,徐东大街18号武汉销品茂五层F5001A,湖北省,武汉市,餐饮服务;外国餐厅;牛扒店(扒房),050211,0,201,武昌区,汤姆家的优质牛排西餐(销品茂),"114.342572,30.588107",027-88236377;17786229329,114.342572,30.588107
B001B16TEE,B001B0IIVV,徐东大街18号销品茂4楼(徐东地铁站出入口步行80米),湖北省,武汉市,餐饮服务;外国餐厅;西餐厅(综合风味)|餐饮服务;咖啡厅;咖啡厅,050201|050500,0,201,武昌区,秀玉coffee&kitchen(徐东销品茂),"114.343360,30.589103",027-68898477,114.343360,30.589103
B0FFK2XS1B,B001B0IIVV,徐东大街18号武汉销品茂负一层6A号,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,201,武昌区,鱼你在一起(销品茂店),"114.343168,30.589056",15337186706;13349928052,114.343168,30.589056
B0HD3BMMEO,B001B1IO9C,徐东大街18号武汉销品茂负一层CB1S005号,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,启饼小主(销品茂店)(暂停营业),"114.343529,30.589027",[],114.343529,30.589027
B0FFM7OXJ3,B001B0IIVV,徐东大街18号武汉销品茂五层G5007A号,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,202,武昌区,爷爷泡的茶(销品茂店),"114.343280,30.588323",17343331718,114.343280,30.588323
B0FFFZO238,B001B0IIVV,徐东大街18号武汉销品茂5楼,湖北省,武汉市,餐饮服务;外国餐厅;日本料理,050202,0,201,武昌区,仓桥家·锅物·烧鸟·焗寿司(销品茂店),"114.342686,30.588204",027-68898553,114.342686,30.588204
B0HUX5KINT,B001B0IIVV,徐东大街销品茂五楼赖胖子肉蟹煲(广晟餐厅),湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,1,202,武昌区,赖胖子肉蟹煲(销品茂店),"114.343131,30.588233",027-88855277;13119623307,114.343131,30.588233
B0FFK06XKB,B001B0IIVV,徐东大街18号武汉销品茂壹层G1046A01号,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,厝内小眷村(武汉销品茂店),"114.342735,30.588616",15527185763;13599938337,114.342735,30.588616
B0FFJK1N5J,B001B0IIVV,徐东大街18号武汉销品茂负一楼B1025A号,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,201,武昌区,大米先生(销品茂店),"114.342886,30.588719",18986485129;13527449326,114.342886,30.588719
B0FFMCNLN9,B001B0IIVV,徐东大街销品茂(徐东地铁站出入口步行160米),湖北省,武汉市,餐饮服务;中餐厅;广东菜(粤菜),050103,1,202,武昌区,南棠馆(徐东销品茂店),"114.343200,30.589087",027-88877769,114.343200,30.589087
B0G3RCBAPY,B001B1IO9C,团结村徐东大街18号销品茂负一楼(阿甘锅盔斜对面),湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,虾爪蛙(销品茂),"114.343203,30.589215",18627777471,114.343203,30.589215
B0HDCCKBV2,B001B0IIVV,徐东销品茂负一楼沃尔玛出口可粒可粒面包店,湖北省,武汉市,餐饮服务;糕饼店;糕饼店,050800,1,202,武昌区,可粒可粒(销品茂),"114.343503,30.588965",15172543988,114.343503,30.588965
B001B1IOCX,B001B0IIVV,徐东大街18号B1层沃尔玛徐东大街店,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,武昌区,麦当劳(销品茂店),"114.343729,30.588804",027-68899799;027-68899797,114.343729,30.588804
B0G1998CKB,B001B0IIVV,徐东大街18号武汉销品茂壹层G1053A号,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,202,武昌区,书亦烧仙草(销品茂店),"114.342661,30.588569",13638660618;13638660616,114.342661,30.588569
B0GUPNX5A5,B001B0IIVV,徐东大街18号销品茂F4,湖北省,武汉市,餐饮服务;外国餐厅;外国餐厅,050200,0,202,武昌区,秀玉红茶坊(销品茂店),"114.343352,30.589006",027-68898477,114.343352,30.589006
B0FFM1970V,B001B0IIVV,徐东大街销品茂五楼,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,1,202,武昌区,围炉烤涮自助(销品茂五楼),"114.342883,30.587439",027-88852968;15098029105,114.342883,30.587439
B0FFKT2ERW,B001B0IIVV,徐东大街销品茂5楼(徐东地铁站出入口步行200米),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,1,201,武昌区,围炉三国锅盔(销品茂店),"114.343130,30.588061",13339991141,114.343130,30.588061
B0HB6RM0QQ,B001B0IIVV,徐东大街18号武汉销品茂五层BF5G006A1号,湖北省,武汉市,餐饮服务;糕饼店;糕饼店,050800,0,202,武昌区,京馔手工吐司(销品茂店),"114.342862,30.588226",18688966624,114.342862,30.588226
B0HRHU2C17,B001B0IIVV,徐东大街18号销品茂F5(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,么肆烤肉(销品茂店),"114.342983,30.588330",027-88853188;18986291200,114.342983,30.588330
B0GK1CZ2S9,B001B0IIVV,徐东大街18号销品茂B1(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,融创临江府(销品茂店),"114.343550,30.589290",[],114.343550,30.589290
B0HUG7R5O3,B001B0IIVV,销品茂商场5楼电影院对面(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;外国餐厅;韩国料理,050203,1,202,武昌区,朴德善首尔大排档(销品茂店),"114.343132,30.588279",027-88068166,114.343132,30.588279
B001B0A7T4,B001B0IIVV,徐东大街18号销品茂一层,湖北省,武汉市,餐饮服务;快餐厅;肯德基,050301,0,201,武昌区,肯德基(徐东店),"114.343408,30.589150",4009208801;027-68898145,114.343408,30.589150
B0HUFSVU1O,B001B0IIVV,徐东大街18号销品茂5楼(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;中餐厅;火锅店,050117,0,202,武昌区,图新鲜鲜牛肉火锅(销品茂店),"114.342792,30.588097",17762417078,114.342792,30.588097
B0HUMATIHW,B001B0IIVV,徐东大街18号销品茂5楼(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;中餐厅;湖北菜(鄂菜),050112,1,202,武昌区,来菜·湖北头牌藕汤(销品茂店),"114.343337,30.588040",027-88852177,114.343337,30.588040
B0G2M1YTKR,B001B1IO9C,徐东大街18号销品茂B1,湖北省,武汉市,餐饮服务;糕饼店;糕饼店,050800,0,202,武昌区,曹宽粑粑坊(徐东店),"114.343685,30.589191",13221555988,114.343685,30.589191
B0HKUZTJVL,B001B0IIVV,徐东大街18号销品茂B1(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,蜀滋味麻辣香锅(销品茂店),"114.342992,30.588661",[],114.342992,30.588661
B001B16PFZ,B001B0IIVV,徐东大街18号销品茂购物中心B1楼B001-2-1号近沃尔玛入口,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,周黑鸭(武汉武昌区徐东销品茂店),"114.343628,30.588911",027-68898002;4001717917,114.343628,30.588911
B0I6DDQ9SK,B001B0IIVV,徐家棚街道徐东大街18号武汉销品茂五层DF5S001号商铺,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,1,202,武昌区,马记永兰州牛肉面(武汉销品茂店),"114.342526,30.587893",17629996366,114.342526,30.587893
B0FFIGS357,B001B0IIVV,徐东大街销品茂一楼外围西门,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,老帅爷王臭豆腐,"114.342756,30.588621",18339989983;18202731369,114.342756,30.588621
B0FFHE5KN2,B001B0IIVV,徐东大街18号销品茂F5,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,老碗鱼(武汉武昌区),"114.343157,30.588500",18186239290,114.343157,30.588500
B0G22GTAID,B001B0IIVV,徐东大街18号武汉销品茂五层G5026A号,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,202,武昌区,TAlTEA呔茶(徐东店),"114.343216,30.588209",[],114.343216,30.588209
B001B0JAUJ,B001B0IIVV,徐东大街18号销品茂5楼(销品茂电影院对面),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,绿野仙踪(徐东大街店),"114.343307,30.588225",[],114.343307,30.588225
B001B19RWN,B001B0IIVV,徐东大街18号销品茂负一层B027号商铺,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,紫燕百味鸡(沃尔玛店),"114.343427,30.588960",18971262183,114.343427,30.588960
B0HKO9MZKV,B001B0IIVV,徐家棚街街道徐东路销品茂五层,湖北省,武汉市,餐饮服务;中餐厅;火锅店,050117,0,202,武昌区,潮汕火锅店,"114.343131,30.588239",[],114.343131,30.588239
B0FFFWVZLZ,[],徐东大街销品茂门口正新店,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,[],硚口区,正新鸡排(多福店),"114.276499,30.570325",4008218566;18771001326,114.276499,30.570325
B0HK5CJX80,B001B0IIVV,徐家棚街街道徐东大街18号销品茂5楼,湖北省,武汉市,餐饮服务;外国餐厅;西餐厅(综合风味),050201,0,202,武昌区,汤姆家西餐厅,"114.343131,30.588239",[],114.343131,30.588239
B0FFGXANKK,B001B0IIVV,徐东大街18号武汉销品茂五层编号G5015,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,201,武昌区,CoCo都可(徐东一店),"114.343014,30.588303",18986017943,114.343014,30.588303
B0HKLUUHM8,B001B1IO9C,销品茂负一层(沃尔玛出口处),湖北省,武汉市,餐饮服务;甜品店;甜品店,050900,1,202,武昌区,KEMO KEMO,"114.343010,30.588753",18702789275,114.343010,30.588753
B0G3JS4KH0,[],宏茂巷销品茂南侧约30米,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,[],武昌区,舞胖胖小吃城,"114.342677,30.586443",[],114.342677,30.586443
B0IDG9TWW3,B001B0IIVV,徐家棚街街道徐东大街销品茂负一楼,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,0,202,武昌区,茶以知人奶茶店,"114.343131,30.588239",[],114.343131,30.588239
B0FFI6EQJ2,B001B0IIVV,徐东大街18号武汉销品茂B1F层B025号,湖北省,武汉市,餐饮服务;外国餐厅;日本料理,050202,0,201,武昌区,鲜品萃外带寿司(销品茂店),"114.343268,30.588982",18086481234,114.343268,30.588982
B0G3LHG9U6,B001B0IIVV,徐东大街18号武汉销品茂二层F1049A-2号,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,袍哥鱼冷锅鱼火锅(徐东店),"114.342310,30.587075",17320566282,114.342310,30.587075
B0HKMH8FUY,B001B0IIVV,徐东大街18号武汉销品茂二层F1049A-2号,湖北省,武汉市,餐饮服务;中餐厅;湖北菜(鄂菜),050112,0,202,武昌区,味之初精致融合菜馆,"114.342328,30.587111",13889504506,114.342328,30.587111
B0H0TRRR0D,B001B0IIVV,宏茂巷销品茂(徐东地铁站出入口步行100米),湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,武昌区,重庆江湖菜(宏茂巷店),"114.342269,30.587072",[],114.342269,30.587072
B001B19TX4,[],徐家棚街街道徐东销品茂团结名居桔园4单元对面,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,[],武昌区,岔巴子特色烧烤,"114.342529,30.586531",13871568903,114.342529,30.586531
B0FFLES60D,[],宏茂巷团结名居桔园8号(销品茂与福客茂中间巷内80米),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,1,[],武昌区,有拈头成都市井火锅(徐东店),"114.342420,30.586119",027-86810898,114.342420,30.586119
B001B19VC1,B001B0IIVV,徐东大街18号武汉销品茂负壹层B1042A2号,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,绝味鸭脖(徐东沃尔玛店),"114.343494,30.588908",4009995917;027-68785966,114.343494,30.588908
B0FFH681Y0,B001B0IIVV,徐家棚街办事处徐东销品茂负一楼沃尔玛收银台出口处,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,腾寿司(销品茂店),"114.343253,30.588965",[],114.343253,30.588965
B0FFKTSGJ6,B001B0IIVV,徐东大街18号武汉销品茂负壹层B1003A号-1,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,1,202,武昌区,南膳房北京烤鸭,"114.343731,30.588819",15307296819,114.343731,30.588819
B0HUVC23XI,B001B0IIVV,武昌区徐东大街18号武汉销品茂一层FF1S039号,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,牛老三潮汕牛肉火锅(徐东店),"114.342425,30.587008",027-88111577,114.342425,30.587008
B001B16NKP,B001B0AH39,徐东大街18号销品茂B1层(徐东地铁站D口旁),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,武昌区,麦当劳甜品站(徐东一路),"114.342841,30.587770",[],114.342841,30.587770
B0H1M90TQU,[],徐东大街18号地下第一层沃尔玛收银台对面优味鲜,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,[],武昌区,蜀之味麻辣香锅(徐东店),"114.342075,30.588358",[],114.342075,30.588358
B0FFHBKTOA,[],徐家棚街街道徐东大街徐东一路销品茂与福客茂中间巷内桔园,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,[],武昌区,玉林串串香店,"114.342373,30.585914",[],114.342373,30.585914
B0FFG4CMK3,[],宏茂巷销品茂西南侧(徐东地铁站出入口步行340米),湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,[],武昌区,满口香饼屋(宏茂巷),"114.342426,30.586628",[],114.342426,30.586628
B0G2Z7I44K,B001B0IIVV,徐东大街18号销品茂B1,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,蚝鸡友扇贝花甲,"114.343002,30.588897",13006367274,114.343002,30.588897
B0H02SDEV2,B001B0IIVV,徐东大街18号销品茂F5,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,武昌区,爱克斯沙拉,"114.342784,30.587980",[],114.342784,30.587980
B001B09VO6,[],徐家棚街街道团结名居桔园旺角烧菜馆旁边,湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,[],武昌区,重庆麻辣烫(销品茂群星城店),"114.342436,30.586610",15527714459,114.342436,30.586610
B0HRHG07KS,B001B0IIVV,徐东大街18号销品茂F5(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;中餐厅;四川菜(川菜),050102,0,202,武昌区,汤公汤婆成都精致川菜,"114.343146,30.588424",027-88226678,114.343146,30.588424
B0IB3DB5BX,B001B1IO9C,徐东大街十八号地下一层(销品茂负一楼沃尔玛收银台对面),湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,202,武昌区,优味鲜现炒小碗菜,"114.343159,30.587801",18971645273,114.343159,30.587801
B0HDRHT8U1,B001B0IIVV,销品茂五楼AF5G001(徐东地铁站出入口步行60米),湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,1,202,武昌区,我很芒,"114.342501,30.587854",[],114.342501,30.587854
B001B09YRS,B001B0IIVV,徐东大道18号销品贸1楼,湖北省,武汉市,餐饮服务;快餐厅;必胜客,050303,0,201,武昌区,必胜客(徐东店),"114.343278,30.589095",4009701890;18571740533;027-68898148,114.343278,30.589095
B0FFHC56JA,[],友谊大道502号中商徐东平价户部巷小吃旁,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,[],武昌区,正新鸡排(武昌武佳店),"114.341763,30.587703",4008218566;15927128114,114.341763,30.587703
B0FFH08DW7,B001B0IIVV,徐东大街团结大道团结名居3号楼1层部分商铺,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,201,武昌区,蔡明纬(销品茂店),"114.343317,30.588185",13419518296,114.343317,30.588185
B0FFLBXPOP,B001B0AH39,徐东路7号中商平价一楼外围商铺,湖北省,武汉市,餐饮服务;冷饮店;冷饮店,050700,1,202,洪山区,茶百道(徐东中商平价店),"114.344443,30.590367",15527931555;19971988262,114.344443,30.590367
B0H0K1S5IE,B001B0AH39,徐东大街7号中商徐东平价广场F1(徐东地铁站D口旁),湖北省,武汉市,餐饮服务;中餐厅;中餐厅,050100,0,202,洪山区,哦哦海鲜超市(中商徐东平价广场店),"114.345189,30.589930",15207109085,114.345189,30.589930
