id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B0HDTALYCN,B0FFM6QLM9,东风大道518号金凯购物中心一层A-12号商铺,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,蔡甸区,麦当劳(金凯购物中心店),"114.162298,30.496882",4009200205,114.162298,30.496882
B0HDMNSLIU,B0FFLIN96L,青年路518号江宸天街B2-21b(范湖地铁站E口旁),湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,江汉区,麦当劳(江宸天街店),"114.261136,30.607285",027-83938332;18694073581,114.261136,30.607285
B0HARC2BLC,[],天河机场地铁站B口步行440米,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,[],黄陂区,麦当劳,"114.219883,30.771262",[],114.219883,30.771262
B0HAO6HGAS,[],广场南路梨园广场b1层(梨园地铁站C口步行270米),湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,[],武昌区,麦当劳(武汉梨园广场餐厅),"114.373267,30.574330",4009200205,114.373267,30.574330
B0H63DABSP,B0FFGBGLNB,长宜路1号武汉荟聚中心L4层04E19号商铺,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,硚口区,麦当劳(宜家荟聚中心餐厅),"114.167600,30.616711",027-83293303;4008517517,114.167600,30.616711
B0GKXGESTB,B001B0JLMX,鲁磨路6号,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,洪山区,麦当劳(联峰广场店),"114.400186,30.511167",027-87600171;4008517517,114.400186,30.511167
B0GKAA2DME,B0FFI9BJV3,环湖路与金山大道交叉口东西湖万达广场,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,东西湖区,麦当劳(武汉金银湖万达广场店),"114.178078,30.637679",4008517517,114.178078,30.637679
B0GK7MZECN,B0FFJN4JU3,高新六路当代国际城3期(佛祖岭地铁站A口步行340米),湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,324,江夏区,麦当劳(武汉麦当劳当代国际城餐厅),"114.436612,30.439174",027-87002891;4008517517,114.436612,30.439174
B0GK4XR6L2,[],雄楚大道258号理工大学南湖校区越苑餐厅1层LG-101号,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,[],洪山区,麦当劳(理工大学),"114.337452,30.508654",4009200205;18062500540,114.337452,30.508654
B0GK1O3IY0,B0FFJ10F10,城K2商业街三号商业体一层二层部分区域,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,洪山区,麦当劳(武汉金地自在城餐厅),"114.383113,30.602949",4009200205;027-86518185,114.383113,30.602949
B0G3ZLUH93,[],武汉天河机场T3航站楼B区集中区安检内(周黑鸭对面),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],黄陂区,麦当劳(天河机场T3航站楼店),"114.219757,30.773636",[],114.219757,30.773636
B0G2TH4BSF,[],淮海路泛海国际SOHO负一层(地铁L出口),湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,[],江汉区,麦当劳(武汉商务区站店),"114.247778,30.598548",027-59880001;4008517517,114.247778,30.598548
B0G23RCLKP,B0FFKCOBWI,东湖高新技术开发区光谷大道77号金融后台服务中心基地建设项目一层W8室商铺,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,江夏区,麦当劳(武汉金融港广场店),"114.429969,30.454352",027-87002720;4008517517,114.429969,30.454352
B0G13R37JQ,B0FFLBEDCS,东湖高新区未来三路长江储存器生活馆食堂2层,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,320,洪山区,麦当劳(长江储存器店),"114.610155,30.462854",18186663163;4008517517,114.610155,30.462854
B0G0477HLI,B0FFG4TVC3,健身街绿地汉口中心临街商铺一二层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,320,江岸区,麦当劳(武汉绿地汉口中心餐厅),"114.293431,30.656543",027-85863583,114.293431,30.656543
B0FFM1NXRJ,B0FFG2S8G1,九龙湖街与科技二路交汇处中百仓储1层JP-0-3号商铺,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,洪山区,麦当劳(左岭新城店),"114.621192,30.490630",027-63492161,114.621192,30.490630
B0FFLPDGRQ,B0FFF2GT2F,汉阳大道577号汉商21世纪购物中心2楼,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,202,汉阳区,麦当劳(家乐福餐厅餐厅),"114.211104,30.561444",027-84860018;027-84457968,114.211104,30.561444
B0FFLOJ93K,[],马池中路9号,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],东西湖区,麦当劳(庭瑞新汉口店),"114.224486,30.657861",027-85555994;4008517517,114.224486,30.657861
B0FFLCNPT6,B0FFI7V0MH,丁字桥南路518号南湖城市广场1楼,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,武昌区,麦当劳(南湖城市广场店),"114.325053,30.504801",027-88420898;4000517117;027-88430916,114.325053,30.504801
B0FFL9QPNZ,B0FFFO5X3J,中北路菩提金商务中心(岳家嘴地铁站G口步行50米),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,武昌区,麦当劳(武汉普提金国际广场餐厅),"114.360620,30.574704",027-88735890;4000517117,114.360620,30.574704
B0FFL8DWXA,B0FFKDUBSS,永和路8号壹方北馆B1层9/10号商铺(绿地优选超市对面),湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,江岸区,麦当劳(壹方北馆餐厅),"114.313788,30.616037",4009200205;027-82297255,114.313788,30.616037
B0FFL7DN0O,B0G3R5BORK,白沙洲大道黄家湖西路福星惠誉东澜岸2号楼,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,202,洪山区,麦当劳(东澜岸餐厅),"114.263741,30.432657",4009200205,114.263741,30.432657
B0FFL6NK3V,B0FFFDBYBV,机场大道武汉天河国际机场T3航站楼F2层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,黄陂区,麦当劳(天河国际机场店),"114.221356,30.772009",[],114.221356,30.772009
B0FFL008FI,B001B16S2Z,盘龙城经济开发区盘龙大道51号百联奥特莱斯广场F1,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,201,黄陂区,麦当劳(百联奥特莱斯广场),"114.259024,30.731684",027-61902829,114.259024,30.731684
B0FFKQF986,B0FFHOUC1E,新华路456号(菱角湖地铁站D口步行220米),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,320,江汉区,麦当劳(武汉麦当劳菱角湖壹号餐厅),"114.273363,30.604763",027-85817600;4008517517,114.273363,30.604763
B0FFKB941Y,B001B16S2Z,盘龙城经济开发区许庙百联奥特莱斯西区二期项目B1栋建筑物,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,黄陂区,麦当劳甜品站(百联奥特莱斯店),"114.257114,30.733003",[],114.257114,30.733003
B0FFK92PMS,B001B0I64M,珞喻路1号新世界百货一层,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,202,洪山区,麦当劳(武汉麦当劳新世界百货街道口餐厅),"114.353909,30.527504",027-87105867;4008517517,114.353909,30.527504
B0FFJZ1C0U,[],金桂街汉口学院食堂,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,[],江夏区,麦当劳(武汉汉口学院餐厅),"114.315200,30.414070",027-81739193;027-59320809,114.315200,30.414070
B0FFJCOR73,B0H1NN6LN5,大汉口美食城1层(江汉路地铁站F口旁),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,江汉区,麦当劳(武汉麦当劳江汉路大汉口餐厅),"114.290611,30.579531",027-82745700;4008517517,114.290611,30.579531
B0FFJ7XEC4,[],东湖开发区高新大道999号武汉未来科技城A2-8栋,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,[],江夏区,麦当劳(武汉麦当劳光谷未来科技城餐厅),"114.539391,30.494051",027-87002161;18062152145,114.539391,30.494051
B0FFJ1U0R1,B0FFHEWWXZ,高新二路首创奥特莱斯F1-D27,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,0,202,江夏区,麦当劳(武汉麦当劳光谷首创奥特莱斯餐厅),"114.461503,30.478062",027-63499668;4008517517,114.461503,30.478062
B0FFIPR8FM,B0FFG9ICGE,金桥大道15号石桥永旺梦乐城1层160号,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,江岸区,麦当劳(石桥永旺餐厅),"114.283753,30.630722",027-65598094;4000517117,114.283753,30.630722
B0FFINCO4A,B0FFG8CLU0,蔡甸街新福路13号新福茂中央广场商业裙楼1-2层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳|餐饮服务;冷饮店;冷饮店,050302|050700,0,202,蔡甸区,麦当劳(武汉新福茂广场餐厅),"114.031852,30.580227",027-84991129;4000517117,114.031852,30.580227
B0FFIK26ID,B0FFITA6IO,一元街街道宝丽金一楼(三阳路地铁站H口步行370米),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,320,江岸区,麦当劳(融科天城五期餐厅),"114.296902,30.597316",4009200205,114.296902,30.597316
B0FFIIIWLQ,[],东湖开发区高新大道666号生物城,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],洪山区,麦当劳(生物城餐厅),"114.473396,30.485046",[],114.473396,30.485046
B0FFIHLG7G,B0FFF0EHR9,珞瑜路726号世界城光谷步行街B1,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,洪山区,麦当劳(光谷世界城餐厅),"114.402912,30.504966",027-87417688,114.402912,30.504966
B0FFIG4PNI,[],经济技术开发区博学路6号,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],蔡甸区,麦当劳(武汉联投金色港湾DT餐厅),"114.154480,30.516623",027-84745517,114.154480,30.516623
B0FFHKETRT,B001B1D77X,珞雄路与步行街南路交叉口北40米,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,324,洪山区,麦当劳(斗牛士广场店),"114.405785,30.502620",[],114.405785,30.502620
B0FFHK6D4B,B0FFFFP7PS,文华路37号中百广场1楼,湖北省,武汉市,餐饮服务;快餐厅;麦当劳|餐饮服务;冷饮店;冷饮店,050302|050700,0,201,江夏区,麦当劳(武汉文化路中百广场餐厅),"114.321495,30.365081",027-81739193;4000517117,114.321495,30.365081
B0FFHK35S5,B0FFFFNKK9,纸坊街道江夏大道与文化街交界处九全嘉国际广场大润发,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,江夏区,麦当劳(江夏大道餐厅),"114.330029,30.358419",[],114.330029,30.358419
B0FFHJOZV0,B001B16DLC,长风路和丰顺路交叉口武商量贩1号门,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,硚口区,麦当劳(武汉天顺园武商量贩餐厅),"114.212567,30.611930",027-83995196;4000517117,114.212567,30.611930
B0FFHJ60E0,B0FFGCB9KY,光谷大道112号(金融港北地铁站B口步行170米),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,320,江夏区,麦当劳(当代国际花园),"114.420025,30.460044",027-81937368;4000517117,114.420025,30.460044
B0FFHIT6FF,[],丁字桥南路南国南湖城市广场1-2层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],武昌区,麦当劳(南湖城市广场餐厅),"114.324951,30.506236",4008517517,114.324951,30.506236
B0FFHIAF9U,B001B1CC8I,紫阳街办事处中山大道紫阳路交汇处万金国际广场一层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,武昌区,麦当劳(武汉万金广场店),"114.317017,30.531848",027-86602172;4008517517,114.317017,30.531848
B0FFHFQ4RD,B0FFFFP4W9,白沙洲大道武泰闸涂家沟特1号武汉万隆广场,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,武昌区,麦当劳(武昌万隆广场餐厅),"114.302596,30.519357",027-88611862;4008517517,114.302596,30.519357
B0FFHEZPTF,B001B1BPME,珞喻路766号世界城广场B1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳|餐饮服务;冷饮店;冷饮店,050302|050700,0,201,洪山区,麦当劳(光谷世界城新尚都餐厅),"114.404529,30.506504",027-87879720;4008517517,114.404529,30.506504
B0FFHDU3EG,[],武珞路518号朗汇星光商业广场1楼,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],武昌区,麦当劳(朗汇星光广场店),"114.332366,30.533024",027-87260647;4000517117;18402711660,114.332366,30.533024
B0FFHD3VG0,B0FFFD3QT6,和平大道959号武商城市奥莱B1,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,青山区,麦当劳(武商众圆广场店),"114.376775,30.625936",027-86868036,114.376775,30.625936
B0FFHCRVBP,B0FFH48CA0,和平大道1278号深国投中心一层01-33号室商铺,湖北省,武汉市,餐饮服务;快餐厅;麦当劳|体育休闲服务;休闲场所;游乐场,050302|080501,0,202,青山区,麦当劳(武汉印力印象城餐厅),"114.390725,30.631398",027-86375377;4000517117,114.390725,30.631398
B0FFHCE3XL,B001B0J5Z2,民族大道926号时间广场一层麦当劳餐厅,湖北省,武汉市,餐饮服务;餐饮相关场所;餐饮相关,050000,0,202,洪山区,麦当劳(武汉麦当劳时间广场餐厅),"114.397152,30.496097",027-87855582;4008517517,114.397152,30.496097
B0FFHC9SL7,[],巨龙大道88号名流人和天地二期商业广场,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],黄陂区,麦当劳(汉口北名流人和DT餐厅),"114.277312,30.708897",027-61552239,114.277312,30.708897
B0FFH0KMWD,B001B0JVCG,唐家墩5号菱角湖万达1号门,湖北省,武汉市,餐饮服务;快餐厅;麦当劳|餐饮服务;冷饮店;冷饮店|餐饮服务;甜品店;甜品店,050302|050700|050900,0,201,江汉区,麦当劳(菱角湖万达餐厅),"114.267285,30.609747",027-85690658,114.267285,30.609747
B0FFGXS5KD,B0FFGEA3J6,雄楚大道与石牌岭路交汇处乐都汇1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,洪山区,麦当劳(乐都汇),"114.336050,30.516227",027-87598468;4000517117,114.336050,30.516227
B0FFGMNZQ6,[],"大智路32号大智无界空中小镇1号楼1层1-101,103商铺",湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,[],江岸区,麦当劳(武汉麦当劳大智无界餐厅),"114.294995,30.590067",027-82356648,114.294995,30.590067
B0FFGKGPWQ,[],航空路13号华中科技大学同济医学院杏林学生食堂1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],硚口区,麦当劳(同济医学院店),"114.258168,30.580549",027-63370681;4000517117;027-83809308,114.258168,30.580549
B0FFGFTPKZ,B0FFGFQR3O,金银潭广场B1出口1层(金银潭地铁站B2口旁),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,东西湖区,麦当劳(金银潭店),"114.243222,30.650155",027-63370861;4008517517,114.243222,30.650155
B0FFGEDGKW,B0FFI0K1R3,江城大道388号永旺梦乐城A馆1层388号铺,湖北省,武汉市,餐饮服务;快餐厅;麦当劳|餐饮服务;甜品店;甜品店,050302|050900,0,201,汉阳区,麦当劳(永旺经开餐厅),"114.205860,30.504213",027-84786366;4000517117,114.205860,30.504213
B0FFGDIKCL,B0FFGE6URB,常青1路218号优唐汇一楼,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,江汉区,麦当劳(优唐汇店),"114.261215,30.623159",027-65612667;4008517517,114.261215,30.623159
B0FFGBIG91,[],三和光谷道A区商业1号楼1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],江夏区,麦当劳(得来速店),"114.425104,30.434643",027-65520108;4008517517,114.425104,30.434643
B0FFGB9FSO,[],新轨站交通一号线汉口北站1层(汉口北地铁站A1口旁),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],黄陂区,麦当劳(汉口北轻轨站店),"114.329722,30.711535",027-61906647;4000517117,114.329722,30.711535
B0FFG6DQY0,B0IR9CPGV8,楚河汉街1号武汉中央文化旅游区-楚河汉街第一街区F1层汉街008号,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,武昌区,麦当劳(武汉汉街万达餐厅),"114.346082,30.553620",027-87110798;027-88735890,114.346082,30.553620
B0FFG65AYZ,B0FFHLKK4A,友谊大道305号,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,武昌区,麦当劳(水岸星城餐厅),"114.324327,30.574713",027-88167577;4000517117;18402711660,114.324327,30.574713
B0FFG4YO60,B001B06SEO,建设大道568号新世界国贸大厦2层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,江汉区,麦当劳(国贸餐厅),"114.270505,30.595335",027-85793898;027-85797690;4008517517,114.270505,30.595335
B0FFG0U9AU,B0FFHYMDC3,商业步行街7107号地块东区7号楼1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,302,洪山区,麦当劳(武汉光谷泛悦城餐厅),"114.408305,30.501376",[],114.408305,30.501376
B0FFFVJRUD,B0IAMK73ZM,徐东大街群星城广场1层(汪家墩地铁站N口步行50米),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,武昌区,麦当劳(福星惠誉群星城餐厅),"114.348493,30.584632",027-88921077;4008517517,114.348493,30.584632
B0FFFTZSWS,B0FFFGULCQ,将军路街办事处金银潭大道1号永旺梦乐城金银潭店1层173号,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,东西湖区,麦当劳(永旺购物中心店),"114.238930,30.650295",4000517117;027-85616718;4008517517,114.238930,30.650295
B0FFFT1AFT,B0FFHC4CPV,虎泉街91号(虎泉地铁站D口步行80米),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,洪山区,麦当劳(虎泉创意坊餐厅),"114.369784,30.513543",027-87520208;4008517517,114.369784,30.513543
B0FFFS4VL0,B0FFFGUYMA,东吴大道888号东西湖中心广场1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,东西湖区,麦当劳(东西湖中心广场餐厅),"114.138776,30.623475",027-83292368;4000517117,114.138776,30.623475
B0FFFFP5MY,B001B18XV6,后湖大道111号汉口城市广场2层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,江岸区,麦当劳(后湖城市广场店),"114.305608,30.651267",027-82889593;4008517517,114.305608,30.651267
B0FFFE4QD3,B001B0JLTD,解放大道48号中百仓储1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳|餐饮服务;冷饮店;冷饮店,050302|050700,0,202,硚口区,麦当劳(古田路餐厅),"114.199996,30.595348",4000517117;4008517517;18963954030,114.199996,30.595348
B0FFFAN9LH,[],恒安路146号中商平价1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],武昌区,麦当劳(南湖餐厅),"114.314506,30.511006",4000517117,114.314506,30.511006
B0FFF6SF97,[],武汉地铁2号线汉口火车站C出口内,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],江汉区,麦当劳(武汉地铁二号线汉口火车站地铁站餐厅),"114.254226,30.614892",027-85746238,114.254226,30.614892
B0FFF5Y0LF,B001B0634F,中南路9号中商百货B1层(中南路地铁站C2口旁),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,武昌区,麦当劳(中南商业广场餐厅),"114.332023,30.536652",027-87848770;4008517517,114.332023,30.536652
B0FFF5W29A,B001B0JX9J,龙阳大道特6号武汉摩尔城L1层,湖北省,武汉市,餐饮服务;甜品店;甜品店,050900,0,201,汉阳区,麦当劳甜品站(武汉摩尔城),"114.207010,30.559141",[],114.207010,30.559141
B0FFF5TOYI,B001B08IIJ,雄楚大道268号长江崇文广场1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,洪山区,麦当劳(崇文广场餐厅),"114.342308,30.510338",027-87395168;4008517517,114.342308,30.510338
B0FFF4D663,B0FFF45FQT,百步亭花园路217号,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,324,江岸区,麦当劳(后湖幸福时代DT餐厅),"114.315016,30.655174",027-82864577;4000517117;4008517517,114.315016,30.655174
B0FFF3TBUW,B0FFF61R0D,和平大道819号奥山世纪广场1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,青山区,麦当劳(奥山世纪城餐厅),"114.360151,30.616525",027-86883285;027-86888351,114.360151,30.616525
B0FFF3GA18,B001B171HX,东风大道111号万达广场1F层,湖北省,武汉市,餐饮服务;快餐厅;快餐厅,050300,1,201,蔡甸区,麦当劳(东西湖万达广场),"114.174034,30.507546",027-84891567;4008517517,114.174034,30.507546
B001B1ITGO,B001B1GKIU,龙阳大道58号人信汇F1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,汉阳区,麦当劳(人信汇店),"114.204681,30.551034",4000517117;027-84646386,114.204681,30.551034
B001B1IOCX,B001B0IIVV,徐东大街18号B1层沃尔玛徐东大街店,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,武昌区,麦当劳(销品茂餐厅),"114.343729,30.588804",027-68899799;027-68899797,114.343729,30.588804
B001B1IO03,[],虎泉街地铁2号线光谷站B出口大楼B1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],洪山区,麦当劳(光谷通信广场餐厅),"114.397050,30.505605",027-87733798;027-87733858;4000517117,114.397050,30.505605
B001B1H5GY,[],珞喻路1037号华中科技大学百味小吃城1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],洪山区,麦当劳(华中科技大学餐厅),"114.415464,30.516452",027-87550689;4000517117,114.415464,30.516452
B001B1CBK5,B0FFGWLR5L,鹦鹉大道448号(建港地铁站C口步行320米),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,320,汉阳区,麦当劳(建港武商量贩餐厅),"114.261448,30.529245",4008517517;027-84869517,114.261448,30.529245
B001B1CB70,B001B0K39O,前川街黄陂大道387号,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,黄陂区,麦当劳(中百黄陂广场餐厅),"114.376597,30.880086",027-61103076,114.376597,30.880086
B001B1CAXL,B0FFFWPQ5E,花楼街198号宝利金国际广场B座1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,320,江汉区,麦当劳(宝丽金店),"114.293231,30.578466",027-82778517;4008517517,114.293231,30.578466
B001B1C1NR,B001B1BP6W,永清小路20号永清汇大厦1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,202,江岸区,麦当劳(永清路武商量贩餐厅),"114.300452,30.614316",027-82887298;4000517117;4008517517,114.300452,30.614316
B001B1BZSG,[],石牌岭路4号(宝通寺地铁站B口步行320米),湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,[],武昌区,麦当劳(石牌岭餐厅),"114.343343,30.528634",027-87854088;4008517517,114.343343,30.528634
B001B1BH32,B001B0IZUF,白云路武汉站F1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,洪山区,麦当劳(武汉火车站店),"114.424900,30.608981",027-86681892,114.424900,30.608981
B001B1BG60,B001B16OLG,汉阳大道139号汉商银座1层,湖北省,武汉市,餐饮服务;快餐厅;麦当劳|餐饮服务;冷饮店;冷饮店,050302|050700,0,201,汉阳区,麦当劳(汉阳商场餐厅),"114.267853,30.549384",4000517117;027-84822898,114.267853,30.549384
B001B1ASE7,B001B1CCBG,中山大道238号凯德广场B1层(武胜路地铁站出入口旁),湖北省,武汉市,餐饮服务;快餐厅;麦当劳|餐饮服务;冷饮店;冷饮店,050302|050700,0,202,硚口区,麦当劳(凯德广场餐厅),"114.267626,30.569072",027-83786466;4000517117,114.267626,30.569072
B001B1AGYR,B001B0JDH8,常青街办事处金敦路特1号江城大酒店旁汉口火车站,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,201,江汉区,麦当劳(汉口火车站候车室餐厅),"114.255231,30.617805",027-85886508;4008517517,114.255231,30.617805
B001B17FJN,B001B15T7P,金银潭大道96号极地海洋世界旁,湖北省,武汉市,餐饮服务;快餐厅;麦当劳,050302,0,302,东西湖区,麦当劳(极地海洋世界店),"114.279345,30.665526",027-85749667,114.279345,30.665526
